Question,Answer
How do you manage My Feeds in Chatter?,"→ Click Profile icon at the top right corner  
→ Click on Settings.
→ In the left panel, select Chatter
→ Click on My Feeds 
→ Configure feed settings 
→ Click Save."
How do you set Activity Reminders?,"→ Click Profile icon at the top right corner  
→ Click on Settings.
→ In the left panel, select Calender and Reminders
→ click on Activity Reminders 
→ Set reminder preferences 
→ Click Save."
How do you use Data Import Wizard?,"→ Click Profile icon at the top right corner  
→ Click on Settings.
→ In the left panel, select  Data Import Wizard option
→ Click Launch Wizard 
→ Select object 
→ Upload file 
→ Map fields 
→ Click Start Import."
How do you configure Files Connect Offline?,"→ Click Profile icon at the top right corner  
→ Click on Settings.
→ In the left panel, select Desktop Add-Ons 
→ Click on Files Connect Offline 
→ Configure settings 
→ Click Save."
Purpose of “About Me” in profile," → Used to introduce yourself.
 → Helps colleagues understand your role.
 → Visible to other users in the organization."
What is Chatter in the My Profile page?,"→ click profile icon
→ click again profile icon 
     Chatter is a collaboration tool that allows users to post updates, ask questions, create polls, share files, and communicate with team members."
What options are available in the Chatter section?,"→ click profile icon
→ click again profile icon 
    The options are Post, Poll, and Question."
How do you post an update in Chatter?,"→ click profile icon
→ click again profile icon 
→ Click on Post, enter your message, and click Share."
Can you change your profile picture?,"→ click profile icon
→ click again profile icon 
→ Click the Camera icon or Add Photo option. A file upload window will appear.
→ Click Upload Image.
→ Select an image file from your computer.
→ Click Save."
What is the Post option in Chatter?," → The Post option allows users to share updates, messages, announcements, or information with other users in Salesforce."
How do you create a Post in Chatter?,"→ Click on Profile Icon  in the top-right corner of the  screen
→ Click again profile icon 
→ scroll down and Go to the Chatter section 
→ Click Post
→ Enter your message
→ Click Share."
What is the purpose of using Post in Chatter in profile?," → It is used to communicate with team members, share updates, and collaborate within the organization."
How do you create a Poll in Chatter?,"→ Click on Profile Icon  in the top-right corner of the  screen
→ Click again profile icon 
→ scroll down and Go to the Chatter section 
→ Click Poll
→ Enter your question
→ Add answer choices
→ Set poll duration
→ Click Ask."
What is the purpose of a Poll in profile chatter?,"→ Click on Profile Icon  in the top-right corner of the  screen
→ Click again profile icon 
→ scroll down and Go to the Chatter section 
     Polls are used to gather opinions, make team decisions, and collect quick feedback from users."
How do you post a Question in Chatter?," → click profile icon
 → click again profile icon 
 → Go to the Chatter section
 → Click Question
 → Type your question
 → Click Ask."
What is the benefit of using the Question feature chatter in profile?," → It helps users get help, share knowledge, and resolve issues quickly within the organization."
"What is the difference between Post, Poll, and Question?","→ click profile icon
→ click again profile icon 
→ in that we have chatter
Post → Used to share updates or information.
Poll → Used to collect votes or opinions.
Question → Used to ask and receive answers."
How do you create a New Case in SAP_sales_order_items?,"→ Go to SAP_Sales_Order_Items
→ Go to the relevant record
→ On the top right-corner, select the down arrow
→ Select New Case
→ Fill contact name, status, subject, description
→ Click save button"
How do you create a New Contact in SAP_sales_order_items?,"→ Go to SAP_Sales_Order_Items
→ Go to the relevant record
→ Click the “New Contact” button from the page header
→ Fill the first name, last name, email, phone number
→ Search the account name
→ Give the title
→ Click save button"
What is New Lead?,→ New Lead is used to create a new potential customer record directly from the current record page (like Sales Order Item).
How to Create a New Lead?,"→ Open the required record (example: SAP_Sales_Order_Item).
→Go to the top-right corner of the page.
→Click on the dropdown arrow (▼) beside the action buttons.
→Select New Lead from the dropdown list.
→A New Lead form will open.
→Enter the required details:
   First Name
  Last Name
  Company Name
  Phone Number
  Email
  Lead Status
→ Fill any additional fields if required.
→ Click Save."
What is Printable View?,→ Printable View shows the current record details in a clean format suitable for printing.
How to Use Printable View?,"→ Open the required record (example: SAP_Sales_Order_Item).
→ Go to the top-right corner of the page.
→ Click on the dropdown arrow (▼).
→ Select Printable View.
→ A new page will open showing all record details in a simplified format.
→ Press Ctrl + P on your keyboard.
→ Choose printer settings.
→Click Print."
How do you log a Call in Salesforce? ,"→ Open the required record.
→ Go to the Activity section.
→Click on the Call icon.
→Enter call details like:
           Subject
           Comments
           Call Type
           Call Duration
→Click Save."
